"GeneID","BCK_eIF4E_KD_DSG_2020.csv~1","BCK_eIF4E_KD_DSG_2023.xlsx~1","BCK_eIF4E_KD_DSG_2023.xlsx~2","BCK_eIF4E_KD_DSG_2023.xlsx~3","BCK_eIF4E_RIP_2016.csv~1","BCK_eIF4E_RIP_2025.csv~1","BCK_Ezr_RIP_2025.csv~1","JC list_4E interaction proteins.csv~1","JCM_NCBP2_OE_DEG_2024.csv~1","JCM_NCBP2_OE_rMATS_2024.csv~1","MG_eIF4E_OE_DSG_2018.csv~1"
"ENSG00000138709",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.466","BCK_eIF4E_KD_DSG_2023.xlsx~2.78",NA,NA,NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2579",NA
"ENSG00000138709",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.466","BCK_eIF4E_KD_DSG_2023.xlsx~2.78",NA,NA,NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2580",NA
"ENSG00000139154",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.467",NA,NA,NA,NA,"BCK_Ezr_RIP_2025.csv~1.144",NA,NA,NA,NA
"ENSG00000139220",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.468",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000139438",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.469",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000139974",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.470",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.469",NA,NA,"BCK_Ezr_RIP_2025.csv~1.147",NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2605",NA
"ENSG00000139974",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.470",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.470",NA,NA,"BCK_Ezr_RIP_2025.csv~1.147",NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2605",NA
"ENSG00000139974",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.471",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.469",NA,NA,"BCK_Ezr_RIP_2025.csv~1.147",NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2605",NA
"ENSG00000139974",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.471",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.470",NA,NA,"BCK_Ezr_RIP_2025.csv~1.147",NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2605",NA
"ENSG00000140153",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.472",NA,NA,NA,NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2607",NA
"ENSG00000140367",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.473","BCK_eIF4E_KD_DSG_2023.xlsx~2.227",NA,NA,NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.748",NA
"ENSG00000140367",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.473","BCK_eIF4E_KD_DSG_2023.xlsx~2.227",NA,NA,NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.749",NA
"ENSG00000140367",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.473","BCK_eIF4E_KD_DSG_2023.xlsx~2.227",NA,NA,NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2611",NA
"ENSG00000140367",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.473","BCK_eIF4E_KD_DSG_2023.xlsx~2.227",NA,NA,NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2612",NA
"ENSG00000140367",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.473","BCK_eIF4E_KD_DSG_2023.xlsx~2.227",NA,NA,NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2613",NA
"ENSG00000140451",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.474",NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2809",NA,NA,NA,NA,NA,NA
"ENSG00000140853",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.475",NA,NA,"BCK_eIF4E_RIP_2016.csv~1.1791",NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2632",NA
"ENSG00000141086",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.476",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000141376",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.477",NA,NA,NA,NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2641",NA
"ENSG00000141376",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.477",NA,NA,NA,NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2642",NA
"ENSG00000141524",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.478",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000141556",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.479",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.481","BCK_eIF4E_RIP_2016.csv~1.675","BCK_eIF4E_RIP_2025.csv~1.600","BCK_Ezr_RIP_2025.csv~1.156",NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2650",NA
"ENSG00000141556",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.480",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.481","BCK_eIF4E_RIP_2016.csv~1.675","BCK_eIF4E_RIP_2025.csv~1.600","BCK_Ezr_RIP_2025.csv~1.156",NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2650",NA
"ENSG00000142208",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.481",NA,NA,"BCK_eIF4E_RIP_2016.csv~1.1579",NA,NA,NA,NA,NA,NA
"ENSG00000142459",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.482",NA,NA,"BCK_eIF4E_RIP_2016.csv~1.1506",NA,NA,NA,NA,NA,NA
"ENSG00000142528",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.483",NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2355",NA,NA,NA,NA,NA,NA
"ENSG00000142528",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.484",NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2355",NA,NA,NA,NA,NA,NA
"ENSG00000142675",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.485",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000142892",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.486",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000142920",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.487",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000143147",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.488",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000143341",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.489",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000143374",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.490",NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2001",NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2686",NA
"ENSG00000143374",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.490",NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2001",NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2687",NA
"ENSG00000143452",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.491",NA,NA,NA,NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2691",NA
"ENSG00000143452",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.491",NA,NA,NA,NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2692",NA
"ENSG00000143452",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.491",NA,NA,NA,NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2693",NA
"ENSG00000143452",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.492",NA,NA,NA,NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2691",NA
"ENSG00000143452",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.492",NA,NA,NA,NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2692",NA
"ENSG00000143452",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.492",NA,NA,NA,NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2693",NA
"ENSG00000143537",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.493","BCK_eIF4E_KD_DSG_2023.xlsx~2.55",NA,"BCK_eIF4E_RIP_2016.csv~1.1640",NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2700",NA
"ENSG00000143797",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.494",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000143847",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.495",NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2956",NA,NA,NA,NA,NA,NA
"ENSG00000143847",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.496",NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2956",NA,NA,NA,NA,NA,NA
"ENSG00000144278",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.498",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000144677",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.499","BCK_eIF4E_KD_DSG_2023.xlsx~2.237",NA,NA,NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2737",NA
"ENSG00000144677",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.499","BCK_eIF4E_KD_DSG_2023.xlsx~2.238",NA,NA,NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2737",NA
"ENSG00000145012",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.500",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000145244",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.501",NA,NA,NA,NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2749",NA
"ENSG00000145244",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.501",NA,NA,NA,NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2750",NA
"ENSG00000145348",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.502",NA,NA,NA,NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2754",NA
"ENSG00000145348",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.502",NA,NA,NA,NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2755",NA
"ENSG00000145723",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.503",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000145901",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.504",NA,NA,"BCK_eIF4E_RIP_2016.csv~1.1672",NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.116",NA
"ENSG00000145901",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.504",NA,NA,"BCK_eIF4E_RIP_2016.csv~1.1672",NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2778",NA
"ENSG00000145979",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.505",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000146223",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.506",NA,NA,NA,NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2784",NA
"ENSG00000146872",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.507",NA,NA,"BCK_eIF4E_RIP_2016.csv~1.349",NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2797",NA
"ENSG00000146872",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.507",NA,NA,"BCK_eIF4E_RIP_2016.csv~1.349",NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2798",NA
"ENSG00000147133",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.508",NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2182",NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.233",NA
"ENSG00000147439",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.509",NA,NA,"BCK_eIF4E_RIP_2016.csv~1.3002",NA,NA,NA,NA,NA,"MG_eIF4E_OE_DSG_2018.csv~1.305"
"ENSG00000147862",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.510",NA,NA,NA,NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.817",NA
"ENSG00000147862",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.510",NA,NA,NA,NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.818",NA
"ENSG00000147862",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.510",NA,NA,NA,NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2814",NA
"ENSG00000147862",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.510",NA,NA,NA,NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2815",NA
"ENSG00000147862",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.510",NA,NA,NA,NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2816",NA
"ENSG00000147862",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.511",NA,NA,NA,NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.817",NA
"ENSG00000147862",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.511",NA,NA,NA,NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.818",NA
"ENSG00000147862",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.511",NA,NA,NA,NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2814",NA
"ENSG00000147862",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.511",NA,NA,NA,NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2815",NA
"ENSG00000147862",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.511",NA,NA,NA,NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2816",NA
"ENSG00000148153",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.512",NA,NA,NA,"BCK_eIF4E_RIP_2025.csv~1.654",NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2821","MG_eIF4E_OE_DSG_2018.csv~1.306"
"ENSG00000148219",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.513",NA,NA,NA,NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.1173",NA
"ENSG00000148498",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.514","BCK_eIF4E_KD_DSG_2023.xlsx~2.241",NA,NA,NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.823",NA
"ENSG00000148498",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.514","BCK_eIF4E_KD_DSG_2023.xlsx~2.241",NA,NA,NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2826",NA
"ENSG00000148498",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.514","BCK_eIF4E_KD_DSG_2023.xlsx~2.241",NA,NA,NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2827",NA
"ENSG00000148498",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.514","BCK_eIF4E_KD_DSG_2023.xlsx~2.241",NA,NA,NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2828",NA
"ENSG00000148516",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.515",NA,NA,NA,NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.119","MG_eIF4E_OE_DSG_2018.csv~1.307"
"ENSG00000148516",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.515",NA,NA,NA,NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.824","MG_eIF4E_OE_DSG_2018.csv~1.307"
"ENSG00000148516",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.515",NA,NA,NA,NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2829","MG_eIF4E_OE_DSG_2018.csv~1.307"
"ENSG00000148634",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.516",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000148660",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.517",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.511","BCK_eIF4E_RIP_2016.csv~1.1455",NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2831",NA
"ENSG00000148660",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.517",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.511","BCK_eIF4E_RIP_2016.csv~1.1455",NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2832",NA
"ENSG00000148660",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.517",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.511","BCK_eIF4E_RIP_2016.csv~1.1455",NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2833",NA
"ENSG00000148660",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.517",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.512","BCK_eIF4E_RIP_2016.csv~1.1455",NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2831",NA
"ENSG00000148660",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.517",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.512","BCK_eIF4E_RIP_2016.csv~1.1455",NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2832",NA
"ENSG00000148660",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.517",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.512","BCK_eIF4E_RIP_2016.csv~1.1455",NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2833",NA
"ENSG00000148950",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.518","BCK_eIF4E_KD_DSG_2023.xlsx~2.242","BCK_eIF4E_KD_DSG_2023.xlsx~3.518",NA,NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2840",NA
"ENSG00000148950",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.518","BCK_eIF4E_KD_DSG_2023.xlsx~2.242","BCK_eIF4E_KD_DSG_2023.xlsx~3.519",NA,NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2840",NA
"ENSG00000148950",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.518","BCK_eIF4E_KD_DSG_2023.xlsx~2.243","BCK_eIF4E_KD_DSG_2023.xlsx~3.518",NA,NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2840",NA
"ENSG00000148950",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.518","BCK_eIF4E_KD_DSG_2023.xlsx~2.243","BCK_eIF4E_KD_DSG_2023.xlsx~3.519",NA,NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2840",NA
"ENSG00000148950",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.519","BCK_eIF4E_KD_DSG_2023.xlsx~2.242","BCK_eIF4E_KD_DSG_2023.xlsx~3.518",NA,NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2840",NA
"ENSG00000148950",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.519","BCK_eIF4E_KD_DSG_2023.xlsx~2.242","BCK_eIF4E_KD_DSG_2023.xlsx~3.519",NA,NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2840",NA
"ENSG00000148950",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.519","BCK_eIF4E_KD_DSG_2023.xlsx~2.243","BCK_eIF4E_KD_DSG_2023.xlsx~3.518",NA,NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2840",NA
"ENSG00000148950",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.519","BCK_eIF4E_KD_DSG_2023.xlsx~2.243","BCK_eIF4E_KD_DSG_2023.xlsx~3.519",NA,NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2840",NA
"ENSG00000148985",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.520",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.520","BCK_eIF4E_RIP_2016.csv~1.1649",NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.235","MG_eIF4E_OE_DSG_2018.csv~1.308"
"ENSG00000148985",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.520",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.520","BCK_eIF4E_RIP_2016.csv~1.1649",NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2841","MG_eIF4E_OE_DSG_2018.csv~1.308"
"ENSG00000148985",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.520",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.521","BCK_eIF4E_RIP_2016.csv~1.1649",NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.235","MG_eIF4E_OE_DSG_2018.csv~1.308"
"ENSG00000148985",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.520",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.521","BCK_eIF4E_RIP_2016.csv~1.1649",NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2841","MG_eIF4E_OE_DSG_2018.csv~1.308"
"ENSG00000149054",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.521",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000149346",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.522",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.526",NA,NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2847",NA
"ENSG00000149582",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.523",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000150477",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.525",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.530",NA,NA,"BCK_Ezr_RIP_2025.csv~1.180",NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2857",NA
"ENSG00000150636",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.527",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000150938",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.528",NA,NA,NA,NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.838",NA
"ENSG00000150938",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.528",NA,NA,NA,NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2865",NA
"ENSG00000150938",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.528",NA,NA,NA,NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2866",NA
"ENSG00000151092",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.531","BCK_eIF4E_KD_DSG_2023.xlsx~2.245",NA,NA,NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.839",NA
"ENSG00000151092",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.531","BCK_eIF4E_KD_DSG_2023.xlsx~2.245",NA,NA,NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2869",NA
"ENSG00000151092",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.531","BCK_eIF4E_KD_DSG_2023.xlsx~2.245",NA,NA,NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2870",NA
"ENSG00000151151",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.532",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000151498",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.533",NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2995",NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2879",NA
"ENSG00000151575",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.534",NA,NA,NA,NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2882",NA
"ENSG00000151575",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.535",NA,NA,NA,NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2882",NA
"ENSG00000151687",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.536","BCK_eIF4E_KD_DSG_2023.xlsx~2.246","BCK_eIF4E_KD_DSG_2023.xlsx~3.536",NA,NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.842",NA
"ENSG00000151687",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.536","BCK_eIF4E_KD_DSG_2023.xlsx~2.246","BCK_eIF4E_KD_DSG_2023.xlsx~3.536",NA,NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2885",NA
"ENSG00000151687",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.536","BCK_eIF4E_KD_DSG_2023.xlsx~2.246","BCK_eIF4E_KD_DSG_2023.xlsx~3.536",NA,NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2886",NA
"ENSG00000151687",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.536","BCK_eIF4E_KD_DSG_2023.xlsx~2.246","BCK_eIF4E_KD_DSG_2023.xlsx~3.536",NA,NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2887",NA
"ENSG00000151687",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.536","BCK_eIF4E_KD_DSG_2023.xlsx~2.246","BCK_eIF4E_KD_DSG_2023.xlsx~3.537",NA,NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.842",NA
"ENSG00000151687",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~1.536","BCK_eIF4E_KD_DSG_2023.xlsx~2.246","BCK_eIF4E_KD_DSG_2023.xlsx~3.537",NA,NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2885",NA
