"geneSymbol","BCK_eIF4E_KD_DSG_2020.csv~1","BCK_eIF4E_KD_DSG_2023.xlsx~1","BCK_eIF4E_KD_DSG_2023.xlsx~2","BCK_eIF4E_KD_DSG_2023.xlsx~3","BCK_eIF4E_RIP_2016.csv~1","BCK_eIF4E_RIP_2025.csv~1","BCK_Ezr_RIP_2025.csv~1","JC list_4E interaction proteins.csv~1","JCM_NCBP2_OE_DEG_2024.csv~1","JCM_NCBP2_OE_rMATS_2024.csv~1","MG_eIF4E_OE_DSG_2018.csv~1"
"PIKFYVE","BCK_eIF4E_KD_DSG_2020.csv~1.69",NA,NA,NA,NA,NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2050","MG_eIF4E_OE_DSG_2018.csv~1.98"
"PIKFYVE","BCK_eIF4E_KD_DSG_2020.csv~1.69",NA,NA,NA,NA,NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2050","MG_eIF4E_OE_DSG_2018.csv~1.252"
"PIKFYVE","BCK_eIF4E_KD_DSG_2020.csv~1.69",NA,NA,NA,NA,NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2051","MG_eIF4E_OE_DSG_2018.csv~1.98"
"PIKFYVE","BCK_eIF4E_KD_DSG_2020.csv~1.69",NA,NA,NA,NA,NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2051","MG_eIF4E_OE_DSG_2018.csv~1.252"
"EPB41L5","BCK_eIF4E_KD_DSG_2020.csv~1.70",NA,NA,NA,NA,NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.567",NA
"EPB41L5","BCK_eIF4E_KD_DSG_2020.csv~1.70",NA,NA,NA,NA,NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2053",NA
"PTBP2","BCK_eIF4E_KD_DSG_2020.csv~1.71","BCK_eIF4E_KD_DSG_2023.xlsx~1.359",NA,NA,NA,NA,NA,NA,NA,NA,NA
"MLH3","BCK_eIF4E_KD_DSG_2020.csv~1.72",NA,NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.362",NA,NA,NA,NA,NA,NA,NA
"APAF1","BCK_eIF4E_KD_DSG_2020.csv~1.73",NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.1232",NA,NA,NA,NA,NA,NA
"RBBP6","BCK_eIF4E_KD_DSG_2020.csv~1.74",NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.385",NA,NA,NA,NA,NA,"MG_eIF4E_OE_DSG_2018.csv~1.267"
"RAB9A","BCK_eIF4E_KD_DSG_2020.csv~1.75",NA,NA,NA,NA,NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2228",NA
"ST3GAL3","BCK_eIF4E_KD_DSG_2020.csv~1.76","BCK_eIF4E_KD_DSG_2023.xlsx~1.69",NA,NA,NA,NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2266",NA
"ST3GAL3","BCK_eIF4E_KD_DSG_2020.csv~1.76","BCK_eIF4E_KD_DSG_2023.xlsx~1.395",NA,NA,NA,NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2266",NA
"DYRK2","BCK_eIF4E_KD_DSG_2020.csv~1.77",NA,NA,NA,NA,NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2279",NA
"POT1","BCK_eIF4E_KD_DSG_2020.csv~1.78",NA,NA,NA,NA,NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2285",NA
"POT1","BCK_eIF4E_KD_DSG_2020.csv~1.78",NA,NA,NA,NA,NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2286",NA
"TRPM4","BCK_eIF4E_KD_DSG_2020.csv~1.79",NA,NA,NA,NA,"BCK_eIF4E_RIP_2025.csv~1.469","BCK_Ezr_RIP_2025.csv~1.115",NA,NA,NA,NA
"GFPT2","BCK_eIF4E_KD_DSG_2020.csv~1.80",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPATA6","BCK_eIF4E_KD_DSG_2020.csv~1.81","BCK_eIF4E_KD_DSG_2023.xlsx~1.421",NA,NA,NA,NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.223",NA
"SPATA6","BCK_eIF4E_KD_DSG_2020.csv~1.81","BCK_eIF4E_KD_DSG_2023.xlsx~1.421",NA,NA,NA,NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.679",NA
"SPATA6","BCK_eIF4E_KD_DSG_2020.csv~1.81","BCK_eIF4E_KD_DSG_2023.xlsx~1.421",NA,NA,NA,NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2365",NA
"SPATA6","BCK_eIF4E_KD_DSG_2020.csv~1.81","BCK_eIF4E_KD_DSG_2023.xlsx~1.421",NA,NA,NA,NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2366",NA
"SPATA6","BCK_eIF4E_KD_DSG_2020.csv~1.81","BCK_eIF4E_KD_DSG_2023.xlsx~1.421",NA,NA,NA,NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2367",NA
"SPATA6","BCK_eIF4E_KD_DSG_2020.csv~1.81","BCK_eIF4E_KD_DSG_2023.xlsx~1.421",NA,NA,NA,NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2368",NA
"SPATA6","BCK_eIF4E_KD_DSG_2020.csv~1.81","BCK_eIF4E_KD_DSG_2023.xlsx~1.421",NA,NA,NA,NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2369",NA
"SPATA6","BCK_eIF4E_KD_DSG_2020.csv~1.81","BCK_eIF4E_KD_DSG_2023.xlsx~1.422",NA,NA,NA,NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.223",NA
"SPATA6","BCK_eIF4E_KD_DSG_2020.csv~1.81","BCK_eIF4E_KD_DSG_2023.xlsx~1.422",NA,NA,NA,NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.679",NA
"SPATA6","BCK_eIF4E_KD_DSG_2020.csv~1.81","BCK_eIF4E_KD_DSG_2023.xlsx~1.422",NA,NA,NA,NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2365",NA
"SPATA6","BCK_eIF4E_KD_DSG_2020.csv~1.81","BCK_eIF4E_KD_DSG_2023.xlsx~1.422",NA,NA,NA,NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2366",NA
"SPATA6","BCK_eIF4E_KD_DSG_2020.csv~1.81","BCK_eIF4E_KD_DSG_2023.xlsx~1.422",NA,NA,NA,NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2367",NA
"SPATA6","BCK_eIF4E_KD_DSG_2020.csv~1.81","BCK_eIF4E_KD_DSG_2023.xlsx~1.422",NA,NA,NA,NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2368",NA
"SPATA6","BCK_eIF4E_KD_DSG_2020.csv~1.81","BCK_eIF4E_KD_DSG_2023.xlsx~1.422",NA,NA,NA,NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2369",NA
"PNISR","BCK_eIF4E_KD_DSG_2020.csv~1.82",NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.6",NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2378",NA
"RTN3","BCK_eIF4E_KD_DSG_2020.csv~1.83","BCK_eIF4E_KD_DSG_2023.xlsx~1.429",NA,NA,NA,"BCK_eIF4E_RIP_2025.csv~1.504",NA,NA,NA,NA,NA
"TMEM241","BCK_eIF4E_KD_DSG_2020.csv~1.84","BCK_eIF4E_KD_DSG_2023.xlsx~1.438",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.432",NA,NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2422",NA
"TMEM241","BCK_eIF4E_KD_DSG_2020.csv~1.84","BCK_eIF4E_KD_DSG_2023.xlsx~1.438",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.432",NA,NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2423",NA
"APC","BCK_eIF4E_KD_DSG_2020.csv~1.85",NA,NA,NA,NA,NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2435",NA
"SYTL2","BCK_eIF4E_KD_DSG_2020.csv~1.86","BCK_eIF4E_KD_DSG_2023.xlsx~1.32",NA,NA,NA,"BCK_eIF4E_RIP_2025.csv~1.552","BCK_Ezr_RIP_2025.csv~1.137",NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2509","MG_eIF4E_OE_DSG_2018.csv~1.288"
"SYTL2","BCK_eIF4E_KD_DSG_2020.csv~1.86","BCK_eIF4E_KD_DSG_2023.xlsx~1.32",NA,NA,NA,"BCK_eIF4E_RIP_2025.csv~1.552","BCK_Ezr_RIP_2025.csv~1.137",NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2510","MG_eIF4E_OE_DSG_2018.csv~1.288"
"SYTL2","BCK_eIF4E_KD_DSG_2020.csv~1.86","BCK_eIF4E_KD_DSG_2023.xlsx~1.32",NA,NA,NA,"BCK_eIF4E_RIP_2025.csv~1.552","BCK_Ezr_RIP_2025.csv~1.137",NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2511","MG_eIF4E_OE_DSG_2018.csv~1.288"
"SYTL2","BCK_eIF4E_KD_DSG_2020.csv~1.86","BCK_eIF4E_KD_DSG_2023.xlsx~1.458",NA,NA,NA,"BCK_eIF4E_RIP_2025.csv~1.552","BCK_Ezr_RIP_2025.csv~1.137",NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2509","MG_eIF4E_OE_DSG_2018.csv~1.288"
"SYTL2","BCK_eIF4E_KD_DSG_2020.csv~1.86","BCK_eIF4E_KD_DSG_2023.xlsx~1.458",NA,NA,NA,"BCK_eIF4E_RIP_2025.csv~1.552","BCK_Ezr_RIP_2025.csv~1.137",NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2510","MG_eIF4E_OE_DSG_2018.csv~1.288"
"SYTL2","BCK_eIF4E_KD_DSG_2020.csv~1.86","BCK_eIF4E_KD_DSG_2023.xlsx~1.458",NA,NA,NA,"BCK_eIF4E_RIP_2025.csv~1.552","BCK_Ezr_RIP_2025.csv~1.137",NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2511","MG_eIF4E_OE_DSG_2018.csv~1.288"
"SYTL2","BCK_eIF4E_KD_DSG_2020.csv~1.86","BCK_eIF4E_KD_DSG_2023.xlsx~1.459",NA,NA,NA,"BCK_eIF4E_RIP_2025.csv~1.552","BCK_Ezr_RIP_2025.csv~1.137",NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2509","MG_eIF4E_OE_DSG_2018.csv~1.288"
"SYTL2","BCK_eIF4E_KD_DSG_2020.csv~1.86","BCK_eIF4E_KD_DSG_2023.xlsx~1.459",NA,NA,NA,"BCK_eIF4E_RIP_2025.csv~1.552","BCK_Ezr_RIP_2025.csv~1.137",NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2510","MG_eIF4E_OE_DSG_2018.csv~1.288"
"SYTL2","BCK_eIF4E_KD_DSG_2020.csv~1.86","BCK_eIF4E_KD_DSG_2023.xlsx~1.459",NA,NA,NA,"BCK_eIF4E_RIP_2025.csv~1.552","BCK_Ezr_RIP_2025.csv~1.137",NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2511","MG_eIF4E_OE_DSG_2018.csv~1.288"
"SYTL2","BCK_eIF4E_KD_DSG_2020.csv~1.87","BCK_eIF4E_KD_DSG_2023.xlsx~1.32",NA,NA,NA,"BCK_eIF4E_RIP_2025.csv~1.552","BCK_Ezr_RIP_2025.csv~1.137",NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2509","MG_eIF4E_OE_DSG_2018.csv~1.288"
"SYTL2","BCK_eIF4E_KD_DSG_2020.csv~1.87","BCK_eIF4E_KD_DSG_2023.xlsx~1.32",NA,NA,NA,"BCK_eIF4E_RIP_2025.csv~1.552","BCK_Ezr_RIP_2025.csv~1.137",NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2510","MG_eIF4E_OE_DSG_2018.csv~1.288"
"SYTL2","BCK_eIF4E_KD_DSG_2020.csv~1.87","BCK_eIF4E_KD_DSG_2023.xlsx~1.32",NA,NA,NA,"BCK_eIF4E_RIP_2025.csv~1.552","BCK_Ezr_RIP_2025.csv~1.137",NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2511","MG_eIF4E_OE_DSG_2018.csv~1.288"
"SYTL2","BCK_eIF4E_KD_DSG_2020.csv~1.87","BCK_eIF4E_KD_DSG_2023.xlsx~1.458",NA,NA,NA,"BCK_eIF4E_RIP_2025.csv~1.552","BCK_Ezr_RIP_2025.csv~1.137",NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2509","MG_eIF4E_OE_DSG_2018.csv~1.288"
"SYTL2","BCK_eIF4E_KD_DSG_2020.csv~1.87","BCK_eIF4E_KD_DSG_2023.xlsx~1.458",NA,NA,NA,"BCK_eIF4E_RIP_2025.csv~1.552","BCK_Ezr_RIP_2025.csv~1.137",NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2510","MG_eIF4E_OE_DSG_2018.csv~1.288"
"SYTL2","BCK_eIF4E_KD_DSG_2020.csv~1.87","BCK_eIF4E_KD_DSG_2023.xlsx~1.458",NA,NA,NA,"BCK_eIF4E_RIP_2025.csv~1.552","BCK_Ezr_RIP_2025.csv~1.137",NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2511","MG_eIF4E_OE_DSG_2018.csv~1.288"
"SYTL2","BCK_eIF4E_KD_DSG_2020.csv~1.87","BCK_eIF4E_KD_DSG_2023.xlsx~1.459",NA,NA,NA,"BCK_eIF4E_RIP_2025.csv~1.552","BCK_Ezr_RIP_2025.csv~1.137",NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2509","MG_eIF4E_OE_DSG_2018.csv~1.288"
"SYTL2","BCK_eIF4E_KD_DSG_2020.csv~1.87","BCK_eIF4E_KD_DSG_2023.xlsx~1.459",NA,NA,NA,"BCK_eIF4E_RIP_2025.csv~1.552","BCK_Ezr_RIP_2025.csv~1.137",NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2510","MG_eIF4E_OE_DSG_2018.csv~1.288"
"SYTL2","BCK_eIF4E_KD_DSG_2020.csv~1.87","BCK_eIF4E_KD_DSG_2023.xlsx~1.459",NA,NA,NA,"BCK_eIF4E_RIP_2025.csv~1.552","BCK_Ezr_RIP_2025.csv~1.137",NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2511","MG_eIF4E_OE_DSG_2018.csv~1.288"
"RPS24","BCK_eIF4E_KD_DSG_2020.csv~1.88",NA,NA,NA,NA,NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2553",NA
"SENP7","BCK_eIF4E_KD_DSG_2020.csv~1.89",NA,NA,NA,NA,"BCK_eIF4E_RIP_2025.csv~1.567","BCK_Ezr_RIP_2025.csv~1.141",NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.737",NA
"SENP7","BCK_eIF4E_KD_DSG_2020.csv~1.89",NA,NA,NA,NA,"BCK_eIF4E_RIP_2025.csv~1.567","BCK_Ezr_RIP_2025.csv~1.141",NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.738",NA
"SENP7","BCK_eIF4E_KD_DSG_2020.csv~1.89",NA,NA,NA,NA,"BCK_eIF4E_RIP_2025.csv~1.567","BCK_Ezr_RIP_2025.csv~1.141",NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2561",NA
"SENP7","BCK_eIF4E_KD_DSG_2020.csv~1.89",NA,NA,NA,NA,"BCK_eIF4E_RIP_2025.csv~1.567","BCK_Ezr_RIP_2025.csv~1.141",NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2562",NA
"SENP7","BCK_eIF4E_KD_DSG_2020.csv~1.89",NA,NA,NA,NA,"BCK_eIF4E_RIP_2025.csv~1.567","BCK_Ezr_RIP_2025.csv~1.141",NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2563",NA
"SENP7","BCK_eIF4E_KD_DSG_2020.csv~1.90",NA,NA,NA,NA,"BCK_eIF4E_RIP_2025.csv~1.567","BCK_Ezr_RIP_2025.csv~1.141",NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.737",NA
"SENP7","BCK_eIF4E_KD_DSG_2020.csv~1.90",NA,NA,NA,NA,"BCK_eIF4E_RIP_2025.csv~1.567","BCK_Ezr_RIP_2025.csv~1.141",NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.738",NA
"SENP7","BCK_eIF4E_KD_DSG_2020.csv~1.90",NA,NA,NA,NA,"BCK_eIF4E_RIP_2025.csv~1.567","BCK_Ezr_RIP_2025.csv~1.141",NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2561",NA
"SENP7","BCK_eIF4E_KD_DSG_2020.csv~1.90",NA,NA,NA,NA,"BCK_eIF4E_RIP_2025.csv~1.567","BCK_Ezr_RIP_2025.csv~1.141",NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2562",NA
"SENP7","BCK_eIF4E_KD_DSG_2020.csv~1.90",NA,NA,NA,NA,"BCK_eIF4E_RIP_2025.csv~1.567","BCK_Ezr_RIP_2025.csv~1.141",NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2563",NA
"SENP7","BCK_eIF4E_KD_DSG_2020.csv~1.91",NA,NA,NA,NA,"BCK_eIF4E_RIP_2025.csv~1.567","BCK_Ezr_RIP_2025.csv~1.141",NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.737",NA
"SENP7","BCK_eIF4E_KD_DSG_2020.csv~1.91",NA,NA,NA,NA,"BCK_eIF4E_RIP_2025.csv~1.567","BCK_Ezr_RIP_2025.csv~1.141",NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.738",NA
"SENP7","BCK_eIF4E_KD_DSG_2020.csv~1.91",NA,NA,NA,NA,"BCK_eIF4E_RIP_2025.csv~1.567","BCK_Ezr_RIP_2025.csv~1.141",NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2561",NA
"SENP7","BCK_eIF4E_KD_DSG_2020.csv~1.91",NA,NA,NA,NA,"BCK_eIF4E_RIP_2025.csv~1.567","BCK_Ezr_RIP_2025.csv~1.141",NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2562",NA
"SENP7","BCK_eIF4E_KD_DSG_2020.csv~1.91",NA,NA,NA,NA,"BCK_eIF4E_RIP_2025.csv~1.567","BCK_Ezr_RIP_2025.csv~1.141",NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2563",NA
"MTMR6","BCK_eIF4E_KD_DSG_2020.csv~1.92",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GCSH","BCK_eIF4E_KD_DSG_2020.csv~1.93",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~2.230",NA,NA,NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.752",NA
"GCSH","BCK_eIF4E_KD_DSG_2020.csv~1.93",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~2.231",NA,NA,NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.752",NA
"INTS3","BCK_eIF4E_KD_DSG_2020.csv~1.94",NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.1868",NA,NA,NA,NA,NA,NA
"WDPCP","BCK_eIF4E_KD_DSG_2020.csv~1.95","BCK_eIF4E_KD_DSG_2023.xlsx~1.497",NA,NA,NA,NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2715",NA
"WDPCP","BCK_eIF4E_KD_DSG_2020.csv~1.95","BCK_eIF4E_KD_DSG_2023.xlsx~1.497",NA,NA,NA,NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2716",NA
"WDPCP","BCK_eIF4E_KD_DSG_2020.csv~1.95","BCK_eIF4E_KD_DSG_2023.xlsx~1.497",NA,NA,NA,NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2717",NA
"LRIG1","BCK_eIF4E_KD_DSG_2020.csv~1.96",NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2256",NA,NA,NA,NA,NA,NA
"RPS3A","BCK_eIF4E_KD_DSG_2020.csv~1.97",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TENM2","BCK_eIF4E_KD_DSG_2020.csv~1.98",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"VWDE","BCK_eIF4E_KD_DSG_2020.csv~1.99",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SH3KBP1","BCK_eIF4E_KD_DSG_2020.csv~1.100",NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.1191",NA,NA,NA,NA,NA,"MG_eIF4E_OE_DSG_2018.csv~1.304"
"INTS4","BCK_eIF4E_KD_DSG_2020.csv~1.101",NA,NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.525","BCK_eIF4E_RIP_2016.csv~1.204",NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2845",NA
"ADGRL3","BCK_eIF4E_KD_DSG_2020.csv~1.102","BCK_eIF4E_KD_DSG_2023.xlsx~1.524",NA,NA,NA,NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.835","MG_eIF4E_OE_DSG_2018.csv~1.309"
"ADGRL3","BCK_eIF4E_KD_DSG_2020.csv~1.102","BCK_eIF4E_KD_DSG_2023.xlsx~1.524",NA,NA,NA,NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2856","MG_eIF4E_OE_DSG_2018.csv~1.309"
"CACNA2D4","BCK_eIF4E_KD_DSG_2020.csv~1.103","BCK_eIF4E_KD_DSG_2023.xlsx~1.529",NA,NA,NA,NA,NA,NA,NA,NA,NA
"THRB","BCK_eIF4E_KD_DSG_2020.csv~1.104","BCK_eIF4E_KD_DSG_2023.xlsx~1.530",NA,NA,NA,NA,NA,NA,NA,NA,NA
"THRB","BCK_eIF4E_KD_DSG_2020.csv~1.105","BCK_eIF4E_KD_DSG_2023.xlsx~1.530",NA,NA,NA,NA,NA,NA,NA,NA,NA
"EIF4E","BCK_eIF4E_KD_DSG_2020.csv~1.106",NA,NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.534",NA,NA,NA,NA,NA,NA,NA
"EIF4E","BCK_eIF4E_KD_DSG_2020.csv~1.106",NA,NA,"BCK_eIF4E_KD_DSG_2023.xlsx~3.535",NA,NA,NA,NA,NA,NA,NA
"FBXO36","BCK_eIF4E_KD_DSG_2020.csv~1.107",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CCDC144B","BCK_eIF4E_KD_DSG_2020.csv~1.108",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ARHGAP27","BCK_eIF4E_KD_DSG_2020.csv~1.109",NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.1894",NA,NA,NA,NA,NA,NA
"CACFD1","BCK_eIF4E_KD_DSG_2020.csv~1.110",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TOR2A","BCK_eIF4E_KD_DSG_2020.csv~1.111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ZNF148","BCK_eIF4E_KD_DSG_2020.csv~1.112",NA,NA,NA,NA,NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.3109",NA
"PBRM1","BCK_eIF4E_KD_DSG_2020.csv~1.113",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MG_eIF4E_OE_DSG_2018.csv~1.132"
"PBRM1","BCK_eIF4E_KD_DSG_2020.csv~1.113",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MG_eIF4E_OE_DSG_2018.csv~1.343"
"SP8","BCK_eIF4E_KD_DSG_2020.csv~1.114",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GAPVD1","BCK_eIF4E_KD_DSG_2020.csv~1.115","BCK_eIF4E_KD_DSG_2023.xlsx~1.616","BCK_eIF4E_KD_DSG_2023.xlsx~2.288","BCK_eIF4E_KD_DSG_2023.xlsx~3.623","BCK_eIF4E_RIP_2016.csv~1.292",NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.248","MG_eIF4E_OE_DSG_2018.csv~1.351"
"GAPVD1","BCK_eIF4E_KD_DSG_2020.csv~1.115","BCK_eIF4E_KD_DSG_2023.xlsx~1.616","BCK_eIF4E_KD_DSG_2023.xlsx~2.288","BCK_eIF4E_KD_DSG_2023.xlsx~3.623","BCK_eIF4E_RIP_2016.csv~1.292",NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.3166","MG_eIF4E_OE_DSG_2018.csv~1.351"
"RAB4B","BCK_eIF4E_KD_DSG_2020.csv~1.116",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HSD11B1L","BCK_eIF4E_KD_DSG_2020.csv~1.117","BCK_eIF4E_KD_DSG_2023.xlsx~1.644",NA,NA,NA,NA,NA,NA,NA,NA,"MG_eIF4E_OE_DSG_2018.csv~1.168"
"ZNF584","BCK_eIF4E_KD_DSG_2020.csv~1.118",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~2.317",NA,NA,NA,NA,NA,NA,NA,NA
"ZNF584","BCK_eIF4E_KD_DSG_2020.csv~1.118",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~2.318",NA,NA,NA,NA,NA,NA,NA,NA
"ZNF584","BCK_eIF4E_KD_DSG_2020.csv~1.119",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~2.317",NA,NA,NA,NA,NA,NA,NA,NA
"ZNF584","BCK_eIF4E_KD_DSG_2020.csv~1.119",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~2.318",NA,NA,NA,NA,NA,NA,NA,NA
"C11orf80","BCK_eIF4E_KD_DSG_2020.csv~1.120",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~2.324","BCK_eIF4E_KD_DSG_2023.xlsx~3.669","BCK_eIF4E_RIP_2016.csv~1.1012",NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.3364",NA
"C11orf80","BCK_eIF4E_KD_DSG_2020.csv~1.120",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~2.324","BCK_eIF4E_KD_DSG_2023.xlsx~3.669","BCK_eIF4E_RIP_2016.csv~1.1012",NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.3365",NA
"C11orf80","BCK_eIF4E_KD_DSG_2020.csv~1.120",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~2.324","BCK_eIF4E_KD_DSG_2023.xlsx~3.670","BCK_eIF4E_RIP_2016.csv~1.1012",NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.3364",NA
"C11orf80","BCK_eIF4E_KD_DSG_2020.csv~1.120",NA,"BCK_eIF4E_KD_DSG_2023.xlsx~2.324","BCK_eIF4E_KD_DSG_2023.xlsx~3.670","BCK_eIF4E_RIP_2016.csv~1.1012",NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.3365",NA
