"geneSymbol","BCK_eIF4E_KD_DSG_2020.csv~1","BCK_eIF4E_KD_DSG_2023.xlsx~1","BCK_eIF4E_KD_DSG_2023.xlsx~2","BCK_eIF4E_KD_DSG_2023.xlsx~3","BCK_eIF4E_RIP_2016.csv~1","BCK_eIF4E_RIP_2025.csv~1","BCK_Ezr_RIP_2025.csv~1","JC list_4E interaction proteins.csv~1","JCM_NCBP2_OE_DEG_2024.csv~1","JCM_NCBP2_OE_rMATS_2024.csv~1","MG_eIF4E_OE_DSG_2018.csv~1"
"RAB8A",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2038",NA,NA,NA,NA,NA,NA
"COPS6",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2039",NA,NA,NA,NA,NA,NA
"FADS1",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2040",NA,NA,NA,NA,NA,NA
"FAM193B",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2041",NA,NA,NA,NA,NA,NA
"RFC5",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2042",NA,NA,NA,NA,NA,NA
"SMAP2",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2043",NA,NA,NA,NA,NA,NA
"OSBPL2",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2044",NA,NA,NA,NA,NA,NA
"DCTD",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2045",NA,NA,NA,NA,NA,NA
"SIRT7",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2046","BCK_eIF4E_RIP_2025.csv~1.1009",NA,NA,NA,NA,NA
"PDXK",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2048",NA,NA,NA,NA,NA,NA
"IKBKAP",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2050",NA,NA,NA,NA,NA,NA
"VPS4A",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2051",NA,NA,NA,NA,NA,NA
"ATP2A2",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2052",NA,NA,NA,NA,NA,NA
"KIAA0141",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2053",NA,NA,NA,NA,NA,NA
"NONO",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2054",NA,NA,NA,NA,NA,NA
"SIPA1L1",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2055",NA,NA,NA,NA,NA,NA
"PRAME",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2056",NA,NA,NA,NA,NA,NA
"TRIM4",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2057",NA,NA,NA,NA,NA,NA
"NBPF3",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2058","BCK_eIF4E_RIP_2025.csv~1.612","BCK_Ezr_RIP_2025.csv~1.161",NA,NA,NA,NA
"NF2",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2059",NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.1199","MG_eIF4E_OE_DSG_2018.csv~1.151"
"ARHGAP30",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2060","BCK_eIF4E_RIP_2025.csv~1.1003",NA,NA,NA,NA,NA
"CCDC163P",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2061",NA,NA,NA,NA,NA,NA
"PUS1",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2062",NA,NA,NA,NA,NA,NA
"TBKBP1",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2063",NA,NA,NA,NA,NA,NA
"DCAF5",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2064",NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.104",NA
"TEX261",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2066",NA,NA,NA,NA,NA,NA
"DOT1L",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2067",NA,NA,NA,NA,NA,NA
"RNPEPL1",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2069",NA,NA,NA,NA,NA,NA
"PPP2R5B",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2070",NA,NA,NA,NA,NA,NA
"CDC25B",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2071",NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.1742",NA
"FNBP4",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2072",NA,NA,NA,NA,NA,NA
"MVP",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2073",NA,NA,NA,NA,NA,NA
"MMAB",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2074",NA,NA,NA,NA,NA,NA
"RNF10",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2075",NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.308","MG_eIF4E_OE_DSG_2018.csv~1.55"
"FOXRED2",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2076",NA,NA,NA,NA,NA,NA
"SLBP",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2077","BCK_eIF4E_RIP_2025.csv~1.761",NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.3115",NA
"PCK2",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2078",NA,NA,NA,NA,NA,NA
"BOD1L1",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2079",NA,NA,NA,NA,NA,NA
"CDK12",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2080",NA,NA,NA,NA,NA,NA
"ING5",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2081","BCK_eIF4E_RIP_2025.csv~1.833",NA,NA,NA,NA,NA
"MAPK3",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2083",NA,NA,NA,NA,NA,NA
"NDST2",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2085",NA,NA,NA,NA,NA,NA
"SLC25A42",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2086",NA,NA,NA,NA,NA,NA
"DEF8",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2087",NA,NA,NA,NA,NA,NA
"MBTPS1",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2088",NA,NA,NA,NA,NA,NA
"ATF5",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2089",NA,NA,NA,NA,NA,NA
"TTLL4",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2090",NA,NA,NA,NA,NA,NA
"DIDO1",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2091",NA,NA,NA,NA,NA,NA
"C9orf114",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2092",NA,NA,NA,NA,NA,NA
"PTDSS2",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2094",NA,NA,NA,NA,NA,NA
"CNTROB",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2095","BCK_eIF4E_RIP_2025.csv~1.861",NA,NA,NA,NA,NA
"CCDC84",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2096",NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.1053",NA
"POU4F1",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2097",NA,NA,NA,NA,NA,NA
"PHKG2",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2098",NA,NA,NA,NA,NA,NA
"ZNF592",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2100",NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.3224",NA
"KMT2B",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2102",NA,NA,NA,NA,NA,NA
"HNRNPL",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2103",NA,NA,NA,NA,NA,NA
"XPO5",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2104",NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.635",NA
"MLLT4",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2105",NA,NA,NA,NA,NA,NA
"PLCG1",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2106",NA,NA,NA,NA,NA,NA
"LINC00894",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2107",NA,NA,NA,NA,NA,NA
"ZNF862",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2108",NA,NA,NA,NA,NA,NA
"CAMKK2",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2109",NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.1954",NA
"MSL1",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2110",NA,NA,NA,NA,NA,NA
"ATP2A1",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2111",NA,NA,NA,NA,NA,NA
"UNKL",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2112",NA,NA,NA,NA,NA,"MG_eIF4E_OE_DSG_2018.csv~1.188"
"AGO1",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2113",NA,NA,NA,NA,NA,NA
"PRMT5",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2114",NA,NA,NA,NA,NA,NA
"GRINA",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2115",NA,NA,NA,NA,NA,NA
"CYB5R2",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2116",NA,NA,NA,NA,NA,NA
"C16orf58",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2117",NA,NA,NA,NA,NA,NA
"PMS2P3",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2119",NA,NA,NA,NA,NA,NA
"SHKBP1",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2120",NA,NA,NA,NA,NA,NA
"STX10",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2121","BCK_eIF4E_RIP_2025.csv~1.227","BCK_Ezr_RIP_2025.csv~1.60",NA,NA,NA,NA
"SAMD4A",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2122",NA,NA,NA,NA,NA,NA
"PLOD3",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2123",NA,NA,NA,NA,NA,NA
"DPP9",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2125",NA,NA,NA,NA,NA,NA
"THOC5",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2126",NA,NA,NA,NA,NA,NA
"CASP2",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2127",NA,NA,NA,NA,NA,NA
"BAI1",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2128",NA,NA,NA,NA,NA,NA
"GLE1",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2129",NA,NA,NA,NA,NA,NA
"RETSAT",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2130",NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.1316",NA
"MAN2B2",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2131",NA,NA,NA,NA,NA,NA
"CNNM3",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2132",NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.3263",NA
"CNNM3",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2132",NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.3264",NA
"CTSH",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2133",NA,NA,NA,NA,NA,NA
"ZNF202",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2134",NA,NA,NA,NA,NA,NA
"KDM2A",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2135",NA,NA,NA,NA,NA,NA
"ZNF786",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2136",NA,NA,NA,NA,NA,NA
"P2RX5-TAX1BP3",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2137",NA,NA,NA,NA,NA,NA
"LIMD1",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2138",NA,NA,NA,NA,NA,NA
"BLMH",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2139","BCK_eIF4E_RIP_2025.csv~1.278",NA,NA,NA,NA,NA
"IWS1",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2141","BCK_eIF4E_RIP_2025.csv~1.750",NA,NA,NA,NA,NA
"ZZEF1",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2142",NA,NA,NA,NA,NA,NA
"TP53I13",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2143",NA,NA,NA,NA,NA,NA
"ZNF598",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2144",NA,NA,NA,NA,NA,NA
"IPPK",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2145",NA,NA,NA,NA,NA,NA
"GATAD1",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2146",NA,NA,NA,NA,NA,NA
"PFKFB2",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2147",NA,NA,NA,NA,NA,NA
"CRCP",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2148","BCK_eIF4E_RIP_2025.csv~1.1162",NA,NA,NA,NA,NA
"MAP7D3",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2150",NA,NA,NA,NA,NA,NA
"YPEL1",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2152",NA,NA,NA,NA,NA,NA
"C12orf43",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2153",NA,NA,NA,NA,NA,NA
"FBL",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2155",NA,NA,NA,NA,NA,NA
"FNBP1",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2156",NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.3583",NA
"MED12",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2157",NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.3542",NA
"SLC41A1",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2158",NA,NA,NA,NA,NA,NA
"RBM8A",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2159","BCK_eIF4E_RIP_2025.csv~1.1202",NA,NA,NA,NA,NA
"TMEM120A",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2160",NA,NA,NA,NA,NA,NA
"CSNK1D",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2161",NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.757",NA
"CSNK1D",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2161",NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2647",NA
"PGBD2",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2162",NA,NA,NA,NA,NA,NA
"STARD3",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2163","BCK_eIF4E_RIP_2025.csv~1.487",NA,NA,NA,NA,NA
"ABCC5",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2164",NA,NA,NA,NA,NA,"MG_eIF4E_OE_DSG_2018.csv~1.11"
"NXF1",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2165",NA,NA,NA,NA,NA,NA
"ENTPD5",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2166",NA,NA,NA,NA,NA,NA
"SPAG5",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2167",NA,NA,NA,NA,NA,NA
"TNS1",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2169",NA,NA,NA,NA,NA,NA
"MTA1",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2170",NA,NA,NA,NA,NA,"MG_eIF4E_OE_DSG_2018.csv~1.29"
"ATG16L1",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2171",NA,NA,NA,NA,NA,NA
"HTT",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2172",NA,"BCK_Ezr_RIP_2025.csv~1.293",NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.3660",NA
"TBL1X",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2173","BCK_eIF4E_RIP_2025.csv~1.191",NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.1756",NA
"GPT2",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2175",NA,NA,NA,NA,NA,NA
"MEF2BNB",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2176",NA,NA,NA,NA,NA,NA
"LOXL2",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2177",NA,NA,NA,NA,NA,NA
"ZFP36",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2178","BCK_eIF4E_RIP_2025.csv~1.453","BCK_Ezr_RIP_2025.csv~1.109",NA,NA,NA,NA
"LMNB2",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2179","BCK_eIF4E_RIP_2025.csv~1.927",NA,NA,NA,NA,NA
"GTPBP2",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2180",NA,NA,NA,NA,NA,NA
"AP2A2",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2181",NA,"BCK_Ezr_RIP_2025.csv~1.402",NA,NA,NA,NA
"IL27RA",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2183",NA,NA,NA,NA,NA,NA
"AP1G2",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2184",NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.3768",NA
"VPS26B",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2185",NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2881",NA
"SNX1",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2186","BCK_eIF4E_RIP_2025.csv~1.28",NA,NA,NA,NA,NA
"MAPK11",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2187",NA,NA,NA,NA,NA,NA
"CHAMP1",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2188",NA,NA,NA,NA,NA,NA
"HECTD4",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2189",NA,NA,NA,NA,NA,NA
"CDK5RAP3",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2190","BCK_eIF4E_RIP_2025.csv~1.273",NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.1141",NA
"PRKCA",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2191",NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2935",NA
"LRP4",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2192",NA,NA,NA,NA,NA,NA
"MAGED2",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2193",NA,NA,NA,NA,NA,NA
"CYB5R1",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2194",NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.3015",NA
"ATRIP",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2196",NA,NA,NA,NA,NA,NA
"PRR11",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2197",NA,NA,NA,NA,NA,NA
"MAP4",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2198",NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.327",NA
"MAP4",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2198",NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.328",NA
"MAP4",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2198",NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.1329",NA
"AGPAT1",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2199",NA,NA,NA,NA,NA,NA
"GIPC1",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2200",NA,NA,NA,NA,NA,NA
"CCNE1",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2201",NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.1825",NA
"PIK3C2B",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2203",NA,NA,NA,NA,NA,NA
"ANKFY1",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2204",NA,NA,NA,NA,NA,NA
"CHKA",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2205",NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.535",NA
"CHKA",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2205",NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.1941",NA
"CMTR1",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2206",NA,NA,NA,NA,NA,NA
"DOPEY2",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2207",NA,NA,NA,NA,NA,NA
"ZNF710",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2208",NA,NA,NA,NA,NA,NA
"CLASRP",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2209","BCK_eIF4E_RIP_2025.csv~1.220",NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.197",NA
"CLASRP",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2209","BCK_eIF4E_RIP_2025.csv~1.220",NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.198",NA
"NUGGC",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2210",NA,NA,NA,NA,NA,NA
"WBSCR22",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2211",NA,NA,NA,NA,NA,NA
"SPIRE2",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2212",NA,NA,NA,NA,NA,NA
"SOCS7",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2213",NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.3877",NA
"EEF2K",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2214",NA,NA,NA,NA,NA,NA
"NBPF10",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2215",NA,NA,NA,NA,NA,NA
"KMT2A",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2216",NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.214",NA
"BRPF1",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2217",NA,NA,NA,NA,NA,NA
"SF1",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2218","BCK_eIF4E_RIP_2025.csv~1.826",NA,NA,NA,NA,NA
"TNIP2",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2219","BCK_eIF4E_RIP_2025.csv~1.840",NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.3267",NA
"QRICH2",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2220",NA,NA,NA,NA,NA,NA
"HNRNPAB",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2221","BCK_eIF4E_RIP_2025.csv~1.1042",NA,NA,NA,NA,NA
"ATP5SL",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2223",NA,NA,NA,NA,NA,NA
"EXOC3",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2224",NA,NA,NA,NA,NA,NA
"SLC6A9",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2225",NA,NA,NA,NA,NA,NA
"TRPV3",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2226",NA,NA,NA,NA,NA,NA
"NAT10",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2227",NA,NA,NA,NA,NA,NA
"DHRS1",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2230",NA,NA,NA,NA,NA,NA
"NUP214",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2231",NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.77",NA
"NUP214",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2231",NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2274",NA
"NUP214",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2231",NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2275",NA
"NUP214",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2231",NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2276",NA
"GPLD1",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2232",NA,NA,NA,NA,NA,NA
"MEN1",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2233",NA,NA,NA,NA,NA,NA
"CRTC2",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2234","BCK_eIF4E_RIP_2025.csv~1.726","BCK_Ezr_RIP_2025.csv~1.202",NA,NA,NA,NA
"TRIM68",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2235",NA,NA,NA,NA,NA,NA
"SMPD4",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2236",NA,NA,NA,NA,"JCM_NCBP2_OE_rMATS_2024.csv~1.2487",NA
"RFNG",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2237",NA,NA,NA,NA,NA,NA
"MCM3AP",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2238",NA,NA,NA,NA,NA,NA
"MRI1",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2239",NA,NA,NA,NA,NA,NA
"ATP13A4",NA,NA,NA,NA,"BCK_eIF4E_RIP_2016.csv~1.2240",NA,NA,NA,NA,NA,NA
